"elevation","soil_type","Contrast","cv","Entropy","std","bio15","bio19","longitude","latitude","response","fold","bio1","bio12"
549.448913574219,11842.99609375,45180.43359375,280.004974365234,25381.787109375,154.00212097168,83.6604995727539,106,107.477485661584,21.7036605753786,0,3,19.6163349151611,1745.99938964844
1303.74682617188,11328,55356.28515625,578.009704589844,24653.67578125,199.007308959961,79.4816970825195,15.2000312805176,107.156666938199,35.1374344823022,0,2,9.42702007293701,589.800231933594
14.875002861023,3707,167364.21875,1078.96215820312,29763.697265625,482.977966308594,92.7372283935547,32.1199951171875,89.6130424206846,24.4562785145452,0,3,25.2966136932373,1685.75952148438
4938.080078125,6998,58905.20703125,4736.935546875,26043.7109375,187.997543334961,38.3344039916992,31.3600025177002,75.3292628456456,36.1109215299568,0,3,-6.82197570800781,169.999664306641
2788.71704101562,11296,433.116729736328,390.016540527344,2014.53015136719,9.00041675567627,93.5832366943359,0.360042154788971,93.4321872046629,38.6957281980478,0,3,2.83015966415405,20.3200454711914
279.661437988281,4465,45679.82421875,257.012329101562,24964.21875,176.006500244141,46.5601501464844,713.205261230469,121.185657192899,18.4593262924133,0,2,25.2178955078125,2864.61254882812
709.994995117188,8495,431868.125,1248.98156738281,28181.5078125,554.983642578125,116.832817077637,8.00000953674316,115.526514699217,51.3131954329684,0,1,-1.54140412807465,344.600250244141
542.661315917969,27927,14718.15234375,395.003509521484,22030.841796875,88.9998168945312,27.8146457672119,71.2399520874023,82.3782022364524,48.4188115422398,0,3,2.32726550102234,298.199951171875
1636.81799316406,17986,58356.109375,610.968383789062,26572.673828125,188.992370605469,112.646102905273,5,102.273725992723,47.2443999808444,0,2,-0.509035170078278,282.2001953125
60.9156074523926,3703,65949.109375,537.985534667969,26267.03125,230.99169921875,108.986221313477,25.599983215332,88.9776697207841,26.298712935604,0,3,24.8589668273926,2864.99853515625
32.9562568664551,11471.9814453125,236848.265625,840.008605957031,28151.421875,433.004058837891,118.76725769043,15.2001066207886,115.56435943942,37.0428026512942,0,1,13.0062999725342,513.400207519531
350.654083251953,11020,239156.09375,1200.93798828125,26951.724609375,452.99072265625,115.35424041748,7,121.056014413023,42.3197279062406,0,1,7.4304347038269,468.679901123047
4649.13916015625,11711,259292.328125,1124.87634277344,28624.044921875,415.958709716797,103.071441650391,12,95.9068917768602,33.5015656421591,0,3,-2.71956443786621,506.199981689453
914.639953613281,11604.0361328125,146601.4375,742.983215332031,27610.80078125,314.998596191406,81.8946228027344,20,106.610787939213,33.029711660681,0,2,13.9621438980103,850.1201171875
1101.49084472656,11353,0.0260451398789883,170.015884399414,0.102588057518005,8.00089931488037,105.631935119629,1,83.7027520768533,39.1452580290594,0,3,11.949366569519,32.5999908447266
5372.203125,11730,24199.857421875,1299.04138183594,23853.59765625,133.001480102539,110.51749420166,3,83.5134959970124,33.7048313261359,0,3,-6.96940660476685,68.0800247192383
2801.55224609375,11764.9853515625,1172758.125,3052.41430664062,29807.923828125,1246.11755371094,76.4340515136719,19.679895401001,83.3201882333972,43.9611879645198,0,3,-6.68172216415405,430.639038085938
58.0453872680664,3690,67713.453125,301.004608154297,26440.09765625,214.002960205078,86.6835708618164,136.080047607422,92.8688995131638,13.1147019449406,0,3,26.8328742980957,2889.87939453125
4298.10546875,11705,395193.65625,862.999206542969,25712.76171875,491.999359130859,90.4225997924805,15.9999885559082,99.7013007697536,32.7695077922282,0,3,-0.708780825138092,636.7998046875
451.728454589844,3964,48231.42578125,348.010955810547,25554.9609375,221.008834838867,103.63786315918,41.7599258422852,125.110293256938,40.2059580306673,0,1,6.62353324890137,1032.12072753906
2071.96118164062,9028,192425.921875,2172.96923828125,28658.162109375,433.061614990234,62.7093620300293,50.9598846435547,90.1717495550205,51.7109792026498,0,3,-6.6901388168335,477.998931884766
1436.17126464844,11330,156927.125,508.932495117188,26675.4453125,272.964141845703,86.9399948120117,10,108.579346906746,35.9475598618509,0,2,7.92198657989502,526.520141601562
492.859375,11535,110288.7265625,594.958618164062,28440.490234375,308.985107421875,104.496353149414,15,128.984528828862,48.3137894778396,0,1,-0.0681009367108345,623.000061035156
579.946716308594,27949,47166.59375,902.970336914062,24861.849609375,200.987869262695,33.9065742492676,60.1999206542969,76.9424422235912,44.3757173907258,0,3,8.30124187469482,321.039733886719
557.981994628906,11167.0009765625,52406.921875,624.035278320312,23877.271484375,154.009674072266,113.853271484375,6,117.059217770743,48.5542490058204,0,1,0.954405725002289,235.599365234375
183.709930419922,4452,72476.8203125,548.045593261719,27046.263671875,230.020355224609,98.5835266113281,16,104.434547232833,17.0531493899616,0,3,26.3063659667969,1548.59912109375
664.06640625,11908.900390625,77470.984375,579.169372558594,24849.09375,220.089065551758,124.18293762207,6.20003128051758,120.481029549805,45.2239001831014,0,1,3.81766247749329,386.400115966797
286.774871826172,3677,184335.46875,1356.02734375,28000.103515625,379.003845214844,155.888931274414,15.9999771118164,76.0509586333878,26.3518416500147,0,3,25.9748001098633,703.600219726562
1164.55285644531,18001,102968.5859375,546.07177734375,26534.15234375,245.034820556641,113.184379577637,8,111.002133945767,48.8460588878269,0,1,-1.86552369594574,362.239868164062
378.900054931641,27950,4741.65966796875,316.992980957031,12708.994140625,34.999267578125,26.8177165985107,55.6800308227539,76.2333674650899,45.2421242443048,0,3,8.34506225585938,238.720092773438
56.1461181640625,11341.037109375,86692.609375,380.053833007812,28771.732421875,242.031478881836,80.938102722168,33.1199607849121,134.288302472967,47.4282013148285,0,1,2.32358312606812,652.919616699219
933.216186523438,11369,36892.16015625,282.003570556641,24682.046875,140.001770019531,66.0834579467773,61.7999687194824,107.1356107992,27.307403451302,0,2,15.1257266998291,1084.51965332031
460.531311035156,4284,69845.03125,364.006317138672,27124.107421875,215.004730224609,94.7803192138672,62.9200019836426,98.631830359922,14.1704943191548,0,3,25.130334854126,2784.20263671875
1190.12780761719,18024,22211.712890625,801.916870117188,23440.361328125,120.987854003906,118.889961242676,3.99998354911804,108.881327086975,45.6873063241076,0,2,1.44217205047607,145.599792480469
852.63720703125,11909,59896.55859375,367.952972412109,27029.025390625,224.969635009766,121.66219329834,10,120.900038106562,46.5530735337265,0,1,-0.0237707458436489,436.920623779297
